5.343647845151695108e+00,-4.823322554433160825e+00
-1.148660287866418805e+01,7.523238555479740519e+00
9.958182812506738202e+00,-1.105783789415848872e+01
8.866751946099787673e+00,-1.105340409488641207e+01
1.131648921202118885e+01,-7.163644797934143327e+00
1.052877309051535271e+01,-1.087656043041393694e+01
3.339411523214054256e+01,3.357716236486709249e+01
-2.603165351434958907e+01,2.585293880536664091e+00
2.002270425592100622e+01,1.665142331780634066e+01
-1.875431440058267896e+01,9.907778207909343493e-01
1.218854675807840771e+01,-1.039869514173617304e+01
1.171088362121138715e+01,-1.065599705603073133e+01
-2.540843176476129273e+01,2.450196755794014081e+00
2.039393264286835006e+01,-1.002519325035836184e+00
1.963020095070464421e+01,-2.302143647167466778e+00
-2.536597213616698809e+01,2.303841530708282015e+00
1.225127734375327293e+01,-7.664424773034205884e+00
-1.311608388980993745e+00,-1.085894504355856860e+01
1.290697759566237579e+01,-6.335500799160762142e+00
1.020513730627225790e+01,-1.130494343224343545e+01
-2.509914756030751803e+01,8.648729045683127836e+00
-2.553708012439788888e+01,2.727722115767619471e+00
2.710882625219767661e+01,2.203046549582692748e+01
8.156074762566250413e+00,-1.181561338351554724e+01
-2.662537705616916028e+01,3.137332550953959576e+00
1.237025153421618562e+01,-9.862469311491256718e+00
-2.576718463186180585e+01,2.446585019859652821e+00
-2.599528495812196738e+01,2.506559115944415606e+00
2.336290261859764072e+01,5.540646362175171369e+00
-2.150582690942190212e+01,3.766068765142203123e+00
7.395976377499128951e+00,-8.204423809852913863e+00
-2.406270309674714269e+01,1.659834507036319406e+00
1.095556844997868673e+01,-7.197881726312996165e+00
2.308471880433613777e+01,-1.873876185806287564e+00
1.728611384620338143e+01,-8.548013278023733008e+00
2.729387602727771878e+01,1.470937713877607322e+01
1.198197010944726060e+01,-5.624962541241143477e+00
-1.244545282891340143e+00,-1.021512756753798890e+01
-2.436549094393814840e+01,3.855656898308787994e+00
6.821624794405409808e-01,-1.140076016686609961e+01
-2.424360927624742246e+01,1.703064712815356208e+00
1.704499266159706039e+01,-2.430019173206005245e+00
1.170019839623664382e+01,-3.808423217219005341e+00
-2.147457530989765573e+01,4.134592550138703970e+00
1.370394293432664234e+01,-7.199864249375444558e+00
7.680896706257046347e+00,-1.214822264809318497e+01
-2.502031125689910240e+01,1.893730976171309255e+00
3.902439319159012143e+01,3.855128873950200585e+01
2.758526630635218169e+01,2.724223655139633138e+01
-5.120986258358937171e-01,-1.029089913929394484e+01
1.850985147828784250e+01,-4.001036696485743782e+00
-2.611278479658287566e+01,4.684198019064294449e+00
1.313971721829226524e+01,-4.779777689622137338e+00
1.362048709172980843e+01,-9.702431531872040438e+00
1.202829894873833894e+01,-9.088057744998023324e+00
-2.458994404639409126e+01,8.394513298356521602e+00
2.124400057453760482e+01,1.258243658404245835e+01
-1.732784523420761857e+01,2.803876155011132632e+00
1.503745448260653816e+01,-3.646463023960273109e+00
-2.585950943744645514e+01,2.672321688141974683e+00
4.620741123038539122e+00,-9.241887437053589949e+00
-7.573660448355784558e-01,-1.061774792245569898e+01
-3.308952506317847764e+01,9.976554012959553575e+00
2.767962635411735661e+01,5.955916822490122442e+00
1.121020696120344162e+01,-1.050733319182661596e+01
-2.670462285442794936e+01,3.129286115501232590e+00
2.312309773456399853e+01,7.904358393500582336e-01
2.935002606508528089e+01,2.131706391630891062e+01
9.641651947742408524e+00,-1.238783428215695892e+01
-2.512154997641114207e+01,8.459561658969910525e+00
1.472514985270506571e+01,-4.490454687023415659e+00
9.513518048162136864e+00,-7.723566773849461775e+00
-2.593214508753522907e+01,2.497471475107021277e+00
1.476294502503562533e+01,-5.391279127707438334e+00
1.531444404773627976e+00,-1.142982339748981957e+01
1.669543972221995176e+01,-8.975788433200467153e+00
2.100491543199327893e+01,3.943870392724697194e+00
3.152608652739304240e+00,-9.953197050756841691e+00
-2.532713687834069560e+01,2.301130146641185981e+00
3.324253779862205249e+01,3.335963027625005139e+01
8.395045257065923749e+00,-1.187279802588336963e+01
2.830517551925819220e+01,1.341240873612244400e+01
6.533389034343165314e+00,-8.126945008004931026e+00
1.472346731284603649e+01,-5.829582695116533486e+00
3.081997437477459328e-02,5.102401452461904796e+01
1.520831767451850780e+01,-8.048430604476001449e+00
-2.479048222283074310e+01,8.674249027378978738e+00
1.106437163035735338e+01,-7.032763296567956957e+00
8.688834528043265948e+00,-1.202465648557461897e+01
-2.343338566418151458e+01,3.917546388419967052e+00
-2.503475368216243169e+01,2.218349758830885587e+00
7.825730084742889225e+00,-1.165925278119639330e+01
7.682261312930026342e+00,-1.056706083548531616e+01
